N,graph_type,graph_params,protocol,alpha,noise_std,p_drop,seed,spectral_gap,convergence_step,final_var,final_range,final_mean,final_l2_error,min_l2_error,elapsed_sec,converged,byzantine_fraction
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.05,0.0,5,0.710596487415194,1000,0.0044920745655324164,0.3329243455249369,10.018564377530678,0.2246037282766208,0.08484827963658606,0.33431386947631836,False,0.15
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.05,0.0,6,0.7749459317278323,1000,0.004216357681507309,0.390218102169273,9.964371053849456,0.21081788407536547,0.0880163503646799,0.30939364433288574,False,0.15
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.05,0.0,7,1.2600469007942179,1000,0.0037886181871526104,0.3374382760635015,9.953064662727423,0.18943090935763052,0.08089319223195968,0.31430959701538086,False,0.15
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.1,0.0,0,1.1407567190089163,1000,0.013203057380693422,0.5841222429175921,0.2287148057040265,0.6601528690346711,0.31712867604653555,0.325150728225708,False,0.01
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.1,0.0,1,0.6589327060105473,1000,0.01205708966338511,0.5786586536042522,0.9186125108340296,0.6028544831692555,0.3890986261678436,0.29665088653564453,False,0.01
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.1,0.0,2,0.25762965651307174,1000,0.019340532235380303,0.68125624625119,0.5143858018606996,0.967026611769015,0.33262045313691546,0.29549598693847656,False,0.01
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.1,0.0,3,0.534253142760203,1000,0.017848600617826827,0.6197549817073871,0.2618556221127001,0.8924300308913414,0.37463054105728283,0.31034064292907715,False,0.01
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.1,0.0,4,0.33553039481110936,1000,0.02557978381777298,0.7673199629916834,0.49410522408674823,1.278989190888649,0.38344890112266944,0.31191158294677734,False,0.01
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.1,0.0,5,0.710596487415194,1000,0.017079203882891456,0.6396817561323422,0.6896023572453536,0.8539601941445727,0.36088456721270556,0.30705690383911133,False,0.01
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.1,0.0,6,0.7749459317278323,1000,0.017688301490528996,0.8210282451683777,-0.14010049461312377,0.8844150745264499,0.34965309099142233,0.320082426071167,False,0.01
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.1,0.0,7,1.2600469007942179,1000,0.0158199638379463,0.7024588493096042,0.026359203227247857,0.7909981918973149,0.34420323006350834,0.32462644577026367,False,0.01
200,barabasi_albert,{'m': 2},metropolis,0.5,0.0,0.0,0,0.5898280842897563,330,6.120545179843765e-08,0.0009912982092288303,9.999537793576533,1.224109035968753e-05,1.224109035968753e-05,0.2588214874267578,True,0.15
200,barabasi_albert,{'m': 2},metropolis,0.5,0.0,0.0,1,0.544670406888986,395,6.581007751273729e-08,0.0009814780141610413,9.999680162360129,1.3162015502547458e-05,1.3162015502547458e-05,0.28473782539367676,True,0.15
200,barabasi_albert,{'m': 2},metropolis,0.5,0.0,0.0,2,0.5655869526666415,372,3.125157591618229e-08,0.0009913501012626114,9.999667084898729,6.250315183236458e-06,6.250315183236458e-06,0.2699251174926758,True,0.15
200,barabasi_albert,{'m': 2},metropolis,0.5,0.0,0.0,3,0.5255866584294183,297,5.229606598985341e-08,0.0009906254779981083,9.999517934538483,1.0459213197970682e-05,1.0459213197970682e-05,0.22064900398254395,True,0.15
200,barabasi_albert,{'m': 2},metropolis,0.5,0.0,0.0,4,0.5797616815946522,231,4.926361767174188e-08,0.0009641966885265418,9.999680524826786,9.852723534348376e-06,9.852723534348376e-06,0.17415547370910645,True,0.15
200,barabasi_albert,{'m': 2},metropolis,0.5,0.0,0.0,5,0.5380849818172537,283,3.70941775758412e-08,0.0009817524022164292,9.99959084255064,7.4188355151682404e-06,7.4188355151682404e-06,0.21451520919799805,True,0.15
200,barabasi_albert,{'m': 2},metropolis,0.5,0.0,0.0,6,0.5662664126431869,308,5.3994843197836854e-08,0.0009822589170163099,9.999563354104003,1.079896863956737e-05,1.079896863956737e-05,0.22263646125793457,True,0.15
200,barabasi_albert,{'m': 2},metropolis,0.5,0.0,0.0,7,0.5633044697993741,277,4.4420557872999886e-08,0.0009831325419966674,9.99954501692438,8.884111574599977e-06,8.884111574599977e-06,0.20736193656921387,True,0.15
50,ring,{},metropolis,0.5,0.1,0.8,0,0.01577059737104393,1000,0.015005608140727435,0.5102139518470543,0.014042206251524898,0.7502804070363718,0.2722826385976925,0.2573246955871582,False,0.01
50,ring,{},metropolis,0.5,0.1,0.8,1,0.01577059737104393,1000,0.009427807041849635,0.38739253213403657,0.014274093375156479,0.47139035209248176,0.2884478719703633,0.24837708473205566,False,0.01
50,ring,{},metropolis,0.5,0.1,0.8,2,0.01577059737104393,1000,0.010298562088359426,0.47707244911157665,-0.0029190726018325686,0.5149281044179713,0.2664494136405652,0.24977374076843262,False,0.01
50,ring,{},metropolis,0.5,0.1,0.8,3,0.01577059737104393,1000,0.014869546208459719,0.6668004496137019,-0.010774605702967082,0.7434773104229859,0.25773781045070526,0.2489032745361328,False,0.01
50,ring,{},metropolis,0.5,0.1,0.8,4,0.01577059737104393,1000,0.008537359252228469,0.3382785667375722,0.0035318216034781746,0.4268679626114234,0.30547258781837056,0.24548816680908203,False,0.01
50,ring,{},metropolis,0.5,0.1,0.8,5,0.01577059737104393,1000,0.015594596211304929,0.5392288300118221,-0.016679121933001462,0.7797298105652465,0.27602372683308596,0.24721288681030273,False,0.01
50,ring,{},metropolis,0.5,0.1,0.8,6,0.01577059737104393,1000,0.01218523060500598,0.6053017510419331,-0.014314177976120066,0.6092615302502989,0.2575823348897485,0.2441408634185791,False,0.01
50,ring,{},metropolis,0.5,0.1,0.8,7,0.01577059737104393,1000,0.01389908516415042,0.5504139695332232,-0.03532182229186221,0.694954258207521,0.22985116858650104,0.24846911430358887,False,0.01
